,society_name,short_description,bhk,square_feet,price,description
152,Sector D Pocket 7,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,200 sqft",₹2.25 Cr,"This lovely 2 bhk apartment/flat in sector d vasant kunj is available for sale in one of south delhi's most popular projects, sector d pocket 7. Constructed on a carpet area of 1200 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 3 floors in total and the flat for sale is located on the 2nd floor. This 5-10 years old property is available for i..."
153,DDA Flats Sector A Pocket B & C,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,150 sqft",₹2.3 Cr,"This beautiful 2 bhk flat in vasant kunj, south delhi is situated in dda flats sector a pocket b & c, one of the popular residential society in south delhi. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 1150 sq.Ft. The flat has a total of 3 floors and this property is situated on top floor. An added advantage of this 5-10 years old flat is that it..."
154,D2 Vasant Kunj,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,200 sqft",₹2.75 Cr,"This lovely 2 bhk apartment/flat in vasant kunj is available for sale in one of south delhi's most popular projects, d2 vasant kunj. Constructed on a carpet area of 1200 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the top floor of a 3 floors tall building. This is a ready to move project and the property is 5-10 years old."
155,vasant Kunj d7,"2 BHK Flat in Pocket 7, Sector-D, Vasant kunj, Delhi",2 BHK,"1,150 sqft",₹2.53 Cr,"This 2 bhk flat is located in vasant kunj d7, which houses some of the most spacious flats in pocket 7, sector-D, vasant kunj, south delhi. This is a north-West-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 1150 sq.Ft. The flat has a total of 2 floors and this property is situated on top floor. This 5-10 years old property is av..."
156,DDA Flats Sector C Pocket 9,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,100 sqft",₹2.2 Cr,"This lovely 2 bhk apartment/flat in vasant kunj is available for sale in one of south delhi's most popular projects, dda flats sector c pocket 9. This is a south-West-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 1100 sq.Ft. The property is located on the 2nd floor of a 3 floors tall building. As the project is already ready to ..."
157,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,900 sqft,₹1.4 Cr,"2 bhk builder floor in malviya nagar, south delhi available for sale. Equipped with 2 bedrooms, 2 bathrooms and 1 balcony. The furnishing status of the builder floor is semi-Furnished. This builder floor provides you carpet area of 900 sq.Ft. This builder floor is situated at the 2nd floor of 4 floors building. This 0-1 year old builder floor is ready to move in. This builder floor is owned und..."
158,Renovated Apartments Saket,"2 BHK Flat in Saket, South Delhi",2 BHK,"1,200 sqft",₹2.15 Cr,"Dda flat available at 1st floor on sale at the prime location of saket having 3 bedroom,. 2 bathroom, drawing/dinning, kitchen, as per vastu, reasonable rates, clear title, freehold, neary pvr saket, j block mkt , saket metro station and malls etc"
159,DDA Narmada Apartment,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,000 sqft",₹2.24 Cr,"Located in the popular residential address of sector d vasant kunj, south delhi, dda narmada apartment is one of the most preferred destination for apartments in south delhi. This 2 bhk flat is your ticket to be a part of this community. The flat is east-Facing. The flat occupies a carpet area of 1000 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 3 flo..."
160,DDA Narmada Apartment,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,100 sqft",₹2.23 Cr,"This beautiful 2 bhk flat in sector d vasant kunj, south delhi is situated in sector d one of the popular residential society in south delhi. The flat is over 900sq.Ft. Built up area and comes with 2 bedroom(s), 2bathrooms . This flat is situated on the third floor of this 3rd floors tall residential building. This 10 years old property is available for immediate possession as the project is re..."
161,DDA Narmada Apartment,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,250 sqft",₹2.25 Cr,"Dda narmada apartment is one of the most popular destination for buying apartments/ flats in sector d vasant kunj, south delhi. You too can be a part of this society by purchasing this 2 bhk flat here. Constructed on a super built up area of 1250 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms .The property is located on the ground floor of a 9floors tall building. This is a ready to move ..."
162,"Block F Lajpat Nagar 1, Delhi, South Delhi","2 BHK Independent Builder Floor in Block F Lajpat Nagar 1, Delhi",2 BHK,"1,000 sqft",₹1.37 Cr,"Well semi furnish property located in lajapt nagar 1 Close from metro station, ready to move"
163,DDA Flats Sarita Vihar,"2 BHK Flat in Sarita Vihar, Delhi",2 BHK,"1,100 sqft",₹1.4 Cr,2 bhk dda flat for sale in sarita vihar new delhi near apolo hospital or sarita vihar metro station.
164,DDA B2 Green Glade Apartments,"2 BHK Flat in Sector B Vasant Kunj, Delhi",2 BHK,"1,050 sqft",₹2.55 Cr,Superb location and renovated apartment. This 2 bhk apartment is a limited time deal as it's located at a very peaceful and serene location. Kindly contact us to visit this beautiful apartment. Thankyou.
165,renovated,"2 BHK Independent Builder Floor in Bhogal, Delhi",2 BHK,990 sqft,₹90 Lac,"Looking for magnificent 2 bhk builder floors in bhogal south delhi? This property is the best deal for you. Equipped with 2 bedrooms, 2 bathrooms and 2 balconies. It's a semi-Furnished property. Super built up area of the property is 110 sq.Yards. This builder floor is situated at the 2nd floor of 4 floors building. It is 10+ years old ready to move property. The ownership right of this propert..."
166,DDA New Allotment,"2 BHK Flat in Sector E Vasant Kunj, Delhi",2 BHK,950 sqft,₹2.05 Cr,"This 2 bhk flat is located in dda new allotment, which houses some of the most spacious flats in sector e vasant kunj, south delhi. This property faces the east direction. The flat occupies a carpet area of 950 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The residential building has 7 floors in total and the flat for sale is located on the top floor. An added advantage of t..."
167,DDA New Allotment,"2 BHK Flat in Sector E Vasant Kunj, Delhi",2 BHK,"1,000 sqft",₹2.1 Cr,"Dda new allotment is one of the most popular destination for buying apartments/ flats in sector e vasant kunj, south delhi. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1000 sq.Ft. The flat has a total of 7 floors and this property is si..."
168,DDA Narmada Apartment,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,250 sqft",₹2.1 Cr,"Check out this 2 bhk apartment for sale in dda narmada apartment, a popular residential project that houses in-Demand flats in sector d vasant kunj, south delhi. This property faces the east direction. The flat occupies a super built up area of 1250 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 2nd floor of this 10 floors tall residential building. ..."
169,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹60.1 Lac,"2 bhk builder floor in chattarpur enjoys a prime property in south delhi. This apartment is just the type of property you are looking for. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. This spacious builder floor has carpet area of 850 sq.Ft. This beautiful property resides at 2nd floor of 4 floors building. You can plan to move in immedia..."
170,DDA Narmada Apartment,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,000 sqft",₹2.1 Cr,"Dda narmada apartment is one of south delhi's most sought after destination for apartments and this 2 bhk flat in sector d vasant kunj is your opportunity to be a part of this community. This is a north-East-Facing property. The flat is over 1000 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 10 floors tall residential..."
171,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹61.6 Lac,"Chattarpur is one of the sought after locations in south delhi to purchase a residential house. This 2 bhk builder floor in chattarpur provides you an opportunity to be a part of this location. This spacious builder floor provides you 2 bedrooms, 2 bathrooms and 1 balcony. This builder floor is semi-Furnished. This builder floor spreads over carpet area of 850 sq.Ft. It is located on 3rd floor ..."
172,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,900 sqft,₹60.3 Lac,"This well designed 2 bhk builder floor in chattarpur, south delhi, is a perfect place for your family. This property has 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. This builder floor provides you carpet area of 900 sq.Ft. You can find this spectacular builder floor on the 1st floor of 4 storey building. It is 0-1 year old ready to move property. The ownership right ..."
173,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹61.5 Lac,Property for sale.................
174,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹62 Lac,Property for sale..............
175,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹61.2 Lac,"This 2 bhk builder floor located in chattarpur, one of the prime locations in south delhi, is available for sale. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. Built up area of the property is 850 sq.Ft. It is located on 2nd floor of 5 storey building. You can plan to move in immediately in this amazing ready to move in builder floor. The type of ownership of this propert..."
176,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,550 sqft,₹61.3 Lac,"Carefully laid out in the prime location of south delhi, this elegant 2 bhk builder floor in chattarpur is a well-Suited property for you. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. This property spans over built up area of 550 sq.Ft. This builder floor is situated at the 2nd floor of 4 floors building. This ready to move apartment is the residence you have been lookin..."
177,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,850 sqft,₹61.5 Lac,"Check out this 2 bhk builder floor in chattarpur. This property is located in well planned locality of south delhi. Equipped with 2 bedrooms, 2 bathrooms and 1 balcony. The furnishing status of the builder floor is semi-Furnished. This builder floor spreads over carpet area of 850 sq.Ft. This beautiful property resides at 3rd floor of 5 floors building. You can plan to move in immediately in th..."
178,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,900 sqft,₹60.2 Lac,"Planning to purchase dream house in south delhi? This 2 bhk builder floor in chattarpur is a great option for you. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. This property spans over carpet area of 900 sq.Ft. This beautiful property resides at 1st floor of 4 floors building. You can plan to move in immediately in this amazing ready to m..."
179,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,900 sqft,₹61 Lac,"Carefully laid out in the prime location of south delhi, this elegant 2 bhk builder floor in chattarpur is a well-Suited property for you. This property has 2 bedrooms, 2 bathrooms and 1 balcony. The furnishing status of the builder floor is semi-Furnished. This spacious builder floor has carpet area of 900 sq.Ft. This builder floor is situated at the ground floor of 4 floors building. It is 0-..."
180,"Chattarpur, Delhi, South Delhi","2 BHK Independent Builder Floor in Chattarpur, Delhi",2 BHK,900 sqft,₹60 Lac,"This well designed 2 bhk builder floor in chattarpur, south delhi, is a perfect place for your family. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. This is a semi-Furnished builder floor. This spacious builder floor has carpet area of 900 sq.Ft. This builder floor is situated at the ground floor of 4 floors building. It is 0-1 year old ready to move property. It is a fre..."
181,DDA Flat,"2 BHK Flat in Phase 2 Sheikh Sarai, Delhi",2 BHK,780 sqft,₹1.1 Cr,"Sheikh sarai ph ll , dda flats having two bed room hall with two balconies, one scooter garage, on first floor, loan facility also can be avail on this property, well ventilated rooms good sunlight."
182,DDA Ganga Apartments,2 BHK Flat in Vasant Kunj,2 BHK,"1,100 sqft",₹2.05 Cr,"This 2 bhk flat is located in dda ganga apartments, which houses some of the most spacious flats in vasant kunj, south delhi. The flat is over 1100 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The property is located on the ground floor of a 9 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property. Additio..."
183,DDA Ganga Apartments,"2 BHK Flat in Vasant Kunj, Delhi",2 BHK,"1,100 sqft",₹1.7 Cr,"Dda ganga apartments is one of south delhi's most sought after destination for apartments and this 2 bhk flat in vasant kunj is your opportunity to be a part of this community. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. The property is located on the ground floor of a 4 floors tall building. This 5-10 years old property is available for ..."
184,"Block H Lajpat Nagar 2, Delhi, South Delhi","2 BHK Independent Builder Floor in Block H Lajpat Nagar 2, Delhi",2 BHK,900 sqft,₹2.12 Cr,"This 2 bhk builder floor located in block h lajpat nagar 2, one of the prime locations in south delhi, is available for sale. Equipped with 2 bedrooms, 2 bathrooms and 2 balconies. The furnishing status of the builder floor is semi-Furnished. This spacious builder floor has built up area of 100 sq.Yards. You can find this spectacular builder floor on the ground floor of 3 storey building. It is..."
185,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,901 sqft,₹65 Lac,"Looking for magnificent 2 bhk builder floors in freedom fighter enclave south delhi? This property is the best deal for you. 2 bedrooms, 2 bathrooms and 1 balcony are present in this builder floor. The furnishing status of the builder floor is semi-Furnished. Super built up area of the property is 901 sq.Ft. You can find this spectacular builder floor on the 3rd floor of 4 storey building. This..."
186,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,900 sqft,₹1.5 Cr,"Ground floor property , well maintained in block 90 of malviya nagar"
187,Sheikh Sarai Phase 1,"2 BHK Flat in Sheikh Sarai, Delhi",2 BHK,900 sqft,₹1.85 Cr,"Ground floor dda flat in sheikh sarai phase 1. Park facing, corner property."
188,Sheikh Sarai Phase 1,"2 BHK Flat in Sheikh Sarai, Delhi",2 BHK,"1,620 sqft",₹2.15 Cr,"Second floor property in sheikh sarai phase-1. Beautiful, well maintained property. Park facing property with ample car parking space."
189,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,"1,000 sqft",₹65 Lac,"Discover smartly planned 2 bhk builder floor in freedom fighter enclave, an ideal space for your family in south delhi. This property has 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. Super built up area of the property is 1000 sq.Ft. This beautiful property resides at top floor of 4 floors building. You can plan to move in immediately in this amazing ready to move in ..."
190,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,951 sqft,₹61 Lac,"Looking for magnificent 2 bhk builder floors in freedom fighter enclave south delhi? This property is the best deal for you. This spacious builder floor provides you 2 bedrooms, 2 bathrooms and 1 balcony. The furnishing status of the builder floor is semi-Furnished. Super built up area of the property is 951 sq.Ft. This builder floor apartment is located at 2nd floor in a building of total 4 fl..."
191,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,950 sqft,₹60 Lac,"Carefully laid out in the prime location of south delhi, this elegant 2 bhk builder floor in freedom fighter enclave is a well-Suited property for you. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. This builder floor spreads over super built up area of 950 sq.Ft. It is located on 2nd floor of 4 storey building. It is 1-5 years old ready to..."
192,Sector E Pocket 1,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,350 sqft",₹2.35 Cr,"First floor, well maintained property in sector e pocket 1 of vasant kunj"
193,DDA Flats Vasant Kunj SECTOR E POCKET 1,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,900 sqft,₹1.8 Cr,Ground floor property in sector e pocket 1 of vasant kunj. Well maintained furnished property.
194,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,"1,000 sqft",₹64 Lac,"Looking for magnificent 2 bhk builder floors in freedom fighter enclave south delhi? This property is the best deal for you. Equipped with 2 bedrooms, 2 bathrooms and 1 balcony. This is a semi-Furnished builder floor. Super built up area of the property is 1000 sq.Ft. This builder floor is situated at the ground floor of 4 floors building. It is 1-5 years old ready to move property. The nature ..."
195,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,"1,000 sqft",₹63 Lac,"2 bhk builder floor in freedom fighter enclave enjoys a prime property in south delhi. This apartment is just the type of property you are looking for. This spacious builder floor provides you 2 bedrooms, 2 bathrooms and 1 balcony. This is a semi-Furnished builder floor. This property spans over super built up area of 1000 sq.Ft. This builder floor apartment is located at 2nd floor in a buildin..."
196,"Lajpat Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Lajpat Nagar, Delhi",2 BHK,900 sqft,₹1.9 Cr,"Check out this 2 bhk builder floor in lajpat nagar. This property is located in well planned locality of south delhi. This spacious builder floor provides you 2 bedrooms, 2 bathrooms and 2 balconies. The furnishing status of the builder floor is semi-Furnished. This property spans over super built up area of 100 sq.Yards. This builder floor apartment is located at 1st floor in a building of tot..."
197,"Paryavaran Complex, Delhi, South Delhi","2 BHK Independent Builder Floor in Paryavaran Complex, Delhi",2 BHK,900 sqft,₹65 Lac,"Carefully laid out in the prime location of south delhi, this elegant 2 bhk builder floor in paryavaran complex is a well-Suited property for you. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. It's a semi-Furnished property. This builder floor spreads over super built up area of 900 sq.Ft. You can find this spectacular builder floor on the 2nd floor of 4 storey building. ..."
198,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,900 sqft,₹65 Lac,"Discover smartly planned 2 bhk builder floor in freedom fighter enclave, an ideal space for your family in south delhi. Equipped with 2 bedrooms, 2 bathrooms and 1 balcony. The furnishing status of the builder floor is semi-Furnished. This spacious builder floor has built up area of 900 sq.Ft. This beautiful property resides at 1st floor of 4 floors building. This ready to move apartment is the..."
199,Block P,"2 BHK Independent Builder Floor in CR Park, Delhi",2 BHK,"1,125 sqft",₹2.2 Cr,"Second floor property with terrace rights. One extra room along with washroom and a store constructed on terrace. No lift. Freehold, well maintained property in p block of cr park."
200,DDA Flats Vasant Kunj Sector D Pocket 7,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,080 sqft",₹2.46 Cr,"Second floor property, well maintained free hold in sector d pocket 7 of vasant kunj"
201,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,901 sqft,₹60 Lac,"This well designed 2 bhk builder floor in freedom fighter enclave, south delhi, is a perfect place for your family. 2 bedrooms, 2 bathrooms and 1 balcony are present in this builder floor. It's a semi-Furnished property. This property spans over super built up area of 901 sq.Ft. You can find this spectacular builder floor on the ground floor of 4 storey building. You can plan to move in immedia..."
202,"Paryavaran Complex, Delhi, South Delhi","2 BHK Independent Builder Floor in Paryavaran Complex, Delhi",2 BHK,900 sqft,₹65 Lac,"2 bhk builder floor in paryavaran complex, south delhi available for sale. This builder floor comes with 2 bedrooms, 2 bathrooms and 1 balcony. It's a semi-Furnished property. This builder floor spreads over super built up area of 900 sq.Ft. You can find this spectacular builder floor on the 2nd floor of 4 storey building. It is 1-5 years old ready to move property. It is a power of attorney pr..."
203,"Freedom Fighter Enclave, Delhi, South Delhi","2 BHK Independent Builder Floor in Freedom Fighter Enclave, Delhi",2 BHK,"1,000 sqft",₹60 Lac,"Looking for magnificent 2 bhk builder floors in freedom fighter enclave south delhi? This property is the best deal for you. This property has 2 bedrooms, 2 bathrooms and 1 balcony. This builder floor is semi-Furnished. Built up area of the property is 851 sq.Ft. This builder floor is situated at the 1st floor of 4 floors building. This ready to move apartment is the residence you have been loo..."
204,RWA Malviya Nagar Block M,"2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,900 sqft,₹1.45 Cr,"I am looking for buyer to purchase builder floor available for sale in malviya nagar, delhi. Available at price of rs 1.45 crores. It has super area of 900 sq ft. It has 2 bhk, 2 bathroom, 2 balcony.It is a freehold property"
205,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,900 sqft,₹1.5 Cr,"New builder floors available for sale in the prime locality of south delhi. Construction made by one of the major builder of delhi. Specifications-Two bedroom drawing dining, latest concept, modular kitchen, superior marble and wooden laminated flooring , luxurious bathroom, decorative celling lights, four cupboards, automatic door lift , stilt car parking, freehold, immediate sale, Additional ..."
206,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,700 sqft,₹60 Lac,"Old leasehold builder floors available for sale-Two bedroom drawing room kitchen, two bathroom , immediate sale,"
207,"Amar Colony, Delhi, South Delhi","2 BHK Independent Builder Floor in Amar Colony, Delhi",2 BHK,"1,000 sqft",₹1.95 Cr,Well constructed property near from main road & metro stations semi furnish
208,Sector D Pocket 7,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,600 sqft",₹2.05 Cr,"A dda flat comes up with Full of natural light Floor 3rd top Sun facing, park facing Surrounded by lush green parks. Its a very peaceful society with 24x7 security with cctv installed. Groceries are available short handedly. The vicinity is witness of top schools of delhi in radius of 1 km. Top malls and lush green parks is an add on benefit with living in a place 10 minute drive from airport. ..."
209,DDA SFS FLAT,"2 BHK Flat in Vasant Enclave, Delhi",2 BHK,"1,150 sqft",₹2.5 Cr,"2bhk dda sfs flat on ground floor attached baths east facing corner, excellent location in vasant enc. Sale rs. 2.5cr interested buyer please call"
210,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,901 sqft,₹1.8 Cr,"This well designed 2 bhk builder floor in malviya nagar, south delhi, is a perfect place for your family. This builder floor comes with 2 bedrooms, 2 bathrooms and 2 balconies. This builder floor is semi-Furnished. This builder floor provides you built up area of 901 sq.Ft. This builder floor apartment is located at top floor in a building of total 3 floors. This 1-5 years old builder floor is ..."
211,DDA Saraswati Apartments,"2 BHK Flat in Sector D Vasant Kunj, Delhi",2 BHK,"1,650 sqft",₹2.75 Cr,Flat for sale 2 bedroom 2 bathroom semifinished flat 2nd floor withlift ready to move in flat for more details contact Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. No power backup is available. The society has dedicated security guards for e...
212,"Malviya Nagar, Delhi, South Delhi","2 BHK Independent Builder Floor in Malviya Nagar, Delhi",2 BHK,700 sqft,₹85 Lac,"We are proud owners of builder floor available for sale in malviya nagar, delhi. Available at price of rs 85 lacs. It has super area of 700 sq ft. It has 2 bhk, 2 bathroom, balcony.It is a freehold property"
213,DDA Flats Sector A Pocket B & C,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,350 sqft",₹2.22 Cr,"Top floor .It is a 2bhk, 2 bath, 3rd floor (Top floor) flat for sale in sector a pocket b&c;, vasant kunj. Ready to move in.All basic utilities such as metro, auto and buses are available at a walking distance. Lift can be installed. All basic utilities such as metro, auto and buses are available at a walking distance the flat is located near to malls in vasant kunj, south delhi and is one of t..."
214,"Govindpuri Extension, Delhi, South Delhi","2 BHK Independent Builder Floor in Govindpuri Extension, Delhi",2 BHK,755 sqft,₹60 Lac,"Discover smartly planned 2 bhk builder floor in govindpuri extension, an ideal space for your family in south delhi. This spacious builder floor provides you 2 bedrooms, 2 bathrooms and 1 balcony. This property is semi-Furnished. This spacious builder floor has built up area of 755 sq.Ft. It is located on 3rd floor of 4 storey building. It is 1-5 years old ready to move property. The nature of ..."
215,RWA Lajpat Nagar Block E,"2 BHK Flat in Lajpat Nagar, Delhi",2 BHK,900 sqft,₹1.4 Cr,2bhk renovated first floor park facing for sale in lajpat nagar prime location near metro and market
216,DDA Yamuna Block Apartment,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,200 sqft",₹1.7 Cr,"Situated in vasant kunj, south delhi, dda yamuna block apartment is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in south delhi is your opportunity to be a part of this community. The flat is over 1200 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 3rd floor of this 9 floors tall resi..."
217,DDA Flats Sarita Vihar,"2 BHK Flat in Sarita Vihar, Delhi",2 BHK,"1,350 sqft",₹1.58 Cr,2 bedroom 2 washroom drawing and dining one big balcony one big kitchen one sccoter garage flat is on second floor corner flat work is normal in sarita vihar
218,DDA Santushti Apartments,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,150 sqft",₹1.9 Cr,"This is a meticulously designed 2 bhk resale apartment located in vasant kunj, delhi south. It is a freehold property. The flat is a spacious property and is ready to move in. Located in an integrated society of , it has 2 bathroom(s) and 2 balcony(s).It has mosaic flooring. It is a north-East facing property which offers a wonderful view of main road and park/garden. It is a 10+ year old prope..."
219,DDA Flats Sarita Vihar,"2 BHK Flat in Sarita Vihar, Delhi",2 BHK,"1,250 sqft",₹1.5 Cr,2 bhkdda flat for sale in sarita vihar sun facing near apolo hospital or sarita vihar metro station.
220,Tara Apartments,"2 BHK Flat in Alaknanda, Delhi",2 BHK,"1,620 sqft",₹1.8 Cr,"Check out this 2 bhk apartment for sale in tara apartments, a popular residential project that houses in-Demand flats in alaknanda, south delhi. Is a duplex of first and second floor. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 180 sq.Yards. This flat lies on the 1st level of a 3 storey building. This 5-10 years old property is available for i..."
221,"Block B Kalkaji, Delhi, South Delhi","2 BHK Independent Builder Floor in Block B Kalkaji, Delhi",2 BHK,"1,080 sqft",₹1.35 Cr,"First floor park facing, 2bhk +study, well maintained in b block of kalkaji"
222,Narmada Apartment,"2 BHK Flat in Alaknanda, Delhi",2 BHK,"1,250 sqft",₹1.8 Cr,"Situated in alaknanda, south delhi, narmada apartment is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in south delhi is your opportunity to be a part of this community. The flat occupies a super built up area of 1250 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The property is located on the 2nd floor of a 3 floors tall bu..."
223,DDA Ganga Apartments,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,100 sqft",₹2 Cr,"Check out this 2 bhk apartment for sale in dda yamuna block apartment, a popular residential project that houses in-Demand flats in vasant kunj, south delhi. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. The flat has a total of 9 floors and this property is situated on ground floor. Being a ready to move project, you can expect immediate po..."
224,DDA Santushti Apartments,"2 BHK Flat in Vasant Kunj, South Delhi",2 BHK,"1,250 sqft",₹2 Cr,"Its a 2 bhk extendable flat in santushti,open parking, open facing flat, full of sunlight, raw securities on each gate and cctv cameras installed, here malls, market,school and banks are in 1 km area"
